Country Name,Country Code,Series Name,Series Code,2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021]
"Gambia, The",GMB,Electricity production from coal sources (% of total),EG.ELC.COAL.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Gambia, The",GMB,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,728.709595778378,746.961260290645,699.941686650529,724.470293992392,751.396393369168,711.281944566937,684.081534623188,654.350933850728,660.723571244322,653.732992705967,665.213221456846,692.632098181955,714.081829944294,692.20753799666,..
Georgia,GEO,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,1.16994033304301,0.876849261391505,0.743996189533029,0.799648559519158,0.858087153136729,1.08649165438598,2.10884888053479,2.27724044701665,2.46961567411381,2.58886305987517,2.58315173481574,2.53854169098541,..,..,..
Georgia,GEO,"Electricity production from oil, gas and coal sources (% of total)",EG.ELC.FOSL.ZS,21.0668103448276,20.1095574455817,6.75210141931928,8.85474860335196,12.6372039283651,14.1874225952938,17.7751267521622,19.6316652203259,21.9606757130989,..,..,..,..,..,..
Georgia,GEO,Electricity production from oil sources (% of total),EG.ELC.PETR.ZS,3.69073275862069,0.360386334150209,0.413393964448119,0.418994413407821,0.606585788561525,0.908215219485345,0,0,0,..,..,..,..,..,..
Georgia,GEO,Electricity production from nuclear sources (% of total),EG.ELC.NUCL.ZS,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..
Georgia,GEO,Electricity production from natural gas sources (% of total),EG.ELC.NGAS.ZS,17.3760775862069,19.7491711114315,6.33870745487116,8.43575418994413,12.0306181398036,13.2792073758084,17.7751267521622,19.6316652203259,21.9606757130989,..,..,..,..,..,..
Georgia,GEO,Electricity production from hydroelectric sources (% of total),EG.ELC.HYRO.ZS,78.9331896551724,79.8904425544183,93.2478985806807,91.145251396648,87.3627960716349,85.8125774047062,82.2248732478378,80.3683347796741,78.0393242869011,..,..,..,..,..,..
Georgia,GEO,Electricity production from coal sources (% of total),EG.ELC.COAL.ZS,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..
Georgia,GEO,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,1566.56025711526,1667.5080065233,1774.63644246672,1984.24433117813,2112.26131913728,2329.57085416614,3738.70504043075,3902.56879865773,4014.18594419329,4128.38560259133,4327.72758530017,4539.08752230476,4773.42330884899,4447.664250894,..
Germany,DEU,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,10.0968832733247,10.2914483528674,10.1005600841669,10.1358011982818,9.9474939848219,9.72687792088563,9.64255894664068,9.10678232951564,9.08729093927033,9.0730063894536,8.85829369906254,8.55838981170216,..,..,..
Germany,DEU,"Electricity production from oil, gas and coal sources (% of total)",EG.ELC.FOSL.ZS,63.1546024640363,62.6987073069295,62.7929355241136,64.3785733337972,62.6816995442682,62.3168236440403,59.2383224450782,56.7323430952925,55.0630531681038,..,..,..,..,..,..
Germany,DEU,Electricity production from oil sources (% of total),EG.ELC.PETR.ZS,0.836080955700814,0.817685938482796,0.742670382882496,1.71188678651365,1.76319945017632,1.94819746670997,1.13722361342613,0.909897771160469,0.968692616000512,..,..,..,..,..,..
Germany,DEU,Electricity production from nuclear sources (% of total),EG.ELC.NUCL.ZS,29.6351821468322,29.4396153198393,28.3256064912347,27.3457885398184,27.3381824727338,26.4785644689834,15.3710037996982,15.6171515488682,14.3199259868293,..,..,..,..,..,..
Germany,DEU,Electricity production from natural gas sources (% of total),EG.ELC.NGAS.ZS,9.17242837398417,10.0414857893127,9.36689154125584,10.5824523734971,10.4888685250489,12.0227346541085,10.859869340938,10.0122520251215,9.83155139032119,..,..,..,..,..,..
Germany,DEU,Electricity production from hydroelectric sources (% of total),EG.ELC.HYRO.ZS,3.79722284833649,3.90677899107385,3.97350993377483,2.9358701000492,3.28846924832885,3.18902240987334,3.63349106162463,3.14934929205162,2.9606828432665,..,..,..,..,..,..
Germany,DEU,Electricity production from coal sources (% of total),EG.ELC.COAL.ZS,53.1460931343513,51.8395355791341,52.6833735999753,52.0842341737864,50.429631569043,48.3458915232218,47.241229490714,45.8101932990105,44.2628091617821,..,..,..,..,..,..
Germany,DEU,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,34490.0757688619,35011.068457503,34883.0580735445,34619.6640670185,35034.0806086181,35310.4704669272,40135.0158319837,40851.1617304855,41103.2564363768,41682.0322433511,42639.5544087286,42973.2899573032,43329.0506893066,41315.3135706623,..
Ghana,GHA,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,0.297735601449257,0.314320105113502,0.366485340388818,0.343609357509296,0.31120242222666,0.3218021212169,0.56412366658134,0.527833773133592,0.543283051942276,0.495401525745413,0.507529429152326,0.541201382411755,..,..,..
Ghana,GHA,"Electricity production from oil, gas and coal sources (% of total)",EG.ELC.FOSL.ZS,0,0,0,0,0,0,10.4032320721001,18.1979480058628,38.847793925681,..,..,..,..,..,..
Ghana,GHA,Electricity production from oil sources (% of total),EG.ELC.PETR.ZS,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..
Ghana,GHA,Electricity production from nuclear sources (% of total),EG.ELC.NUCL.ZS,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..
Ghana,GHA,Electricity production from natural gas sources (% of total),EG.ELC.NGAS.ZS,0,0,0,0,0,0,10.4032320721001,18.1979480058628,38.847793925681,..,..,..,..,..,..
Ghana,GHA,Electricity production from hydroelectric sources (% of total),EG.ELC.HYRO.ZS,91.4993769901703,84.0946685328922,69.2424034098721,66.0659639578375,87.4482530220235,82.9257513258692,63.965503845855,64.6995294299159,50.8658950482987,..,..,..,..,..,..
Ghana,GHA,Electricity production from coal sources (% of total),EG.ELC.COAL.ZS,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..
Ghana,GHA,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,1040.63409900461,1056.07090420148,1076.91520129623,1105.40136941722,1138.65837035507,1175.86165977919,1767.80206994993,1777.09670654526,1774.07477092508,1793.1808558184,1896.36673179505,1970.26082923134,2053.58673106375,2018.62406742516,..
Gibraltar,GIB,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Gibraltar,GIB,"Electricity production from oil, gas and coal sources (% of total)",EG.ELC.FOSL.ZS,100,100,100,100,100,100,100,100,100,..,..,..,..,..,..
Gibraltar,GIB,Electricity production from oil sources (% of total),EG.ELC.PETR.ZS,100,100,100,100,100,100,100,100,100,..,..,..,..,..,..
Gibraltar,GIB,Electricity production from nuclear sources (% of total),EG.ELC.NUCL.ZS,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..
Gibraltar,GIB,Electricity production from natural gas sources (% of total),EG.ELC.NGAS.ZS,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..
Gibraltar,GIB,Electricity production from hydroelectric sources (% of total),EG.ELC.HYRO.ZS,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..
Gibraltar,GIB,Electricity production from coal sources (% of total),EG.ELC.COAL.ZS,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..
Gibraltar,GIB,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Greece,GRC,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,8.74159526062281,8.89420235364475,8.86074161288612,9.17087829781471,9.11444225135943,9.27888290077084,6.60999592255908,6.38517838058472,6.28506934230783,6.20361728887355,6.2112500056952,6.08317505028006,..,..,..
Greece,GRC,"Electricity production from oil, gas and coal sources (% of total)",EG.ELC.FOSL.ZS,91.9382311651848,94.2817846107469,93.1689683937344,89.5812106035748,89.701256524918,89.0521143587931,74.7277375074413,75.6132928113144,71.1280923160048,..,..,..,..,..,..
Greece,GRC,Electricity production from oil sources (% of total),EG.ELC.PETR.ZS,16.6307908282639,15.9714371844148,16.0033367318565,15.0366980398929,14.2570520123102,15.4929577464789,9.47928703995518,11.0124545617067,10.9277912855544,..,..,..,..,..,..
Greece,GRC,Electricity production from nuclear sources (% of total),EG.ELC.NUCL.ZS,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..
Greece,GRC,Electricity production from natural gas sources (% of total),EG.ELC.NGAS.ZS,11.0809546092653,11.5551284949883,13.0892575771619,13.8070978326569,15.2874364511247,13.7496424184293,19.014602374199,13.4596666865304,17.540812782216,..,..,..,..,..,..
Greece,GRC,Electricity production from hydroelectric sources (% of total),EG.ELC.HYRO.ZS,6.91249415067852,3.95093827718743,5.19047177680971,8.23072273551507,7.943821944128,8.44229054133643,11.1111111111111,8.89100768726536,11.7672031183667,..,..,..,..,..,..
Greece,GRC,Electricity production from coal sources (% of total),EG.ELC.COAL.ZS,64.2264857276556,66.7552189313437,64.0763740847159,60.737414731025,60.156768061483,59.8095141938849,46.2338480932871,51.1411715630773,42.6594882482343,..,..,..,..,..,..
Greece,GRC,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,18642.8828810169,19312.4704863527,19996.6385225004,21104.9242896354,22118.2517071541,22185.6168144417,17796.2576680722,18000.4184639065,18083.8779056547,18070.7807322854,18304.3076770645,18647.4957207515,19003.829047083,17323.8227704417,..
Greenland,GRL,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Greenland,GRL,"Electricity production from oil, gas and coal sources (% of total)",EG.ELC.FOSL.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Greenland,GRL,Electricity production from oil sources (% of total),EG.ELC.PETR.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Greenland,GRL,Electricity production from nuclear sources (% of total),EG.ELC.NUCL.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Greenland,GRL,Electricity production from natural gas sources (% of total),EG.ELC.NGAS.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Greenland,GRL,Electricity production from hydroelectric sources (% of total),EG.ELC.HYRO.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Greenland,GRL,Electricity production from coal sources (% of total),EG.ELC.COAL.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Greenland,GRL,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,31614.6517251413,31930.6286478313,31475.8540001692,32779.9156168261,34953.9857327976,36681.843754409,43338.4290158317,45545.1903286408,44536.4013080999,46561.8315883072,46598.8233034331,47584.3425314409,48209.3491571782,..,..
Grenada,GRD,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,2.04206657137023,2.22777551771566,2.31579759928982,2.40377681413036,2.20420524025837,2.38873282501099,2.9582516732611,2.29568411386593,2.4634362198115,2.53938311128846,2.61558165124375,2.69181419303897,..,..,..
Grenada,GRD,"Electricity production from oil, gas and coal sources (% of total)",EG.ELC.FOSL.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Grenada,GRD,Electricity production from oil sources (% of total),EG.ELC.PETR.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Grenada,GRD,Electricity production from nuclear sources (% of total),EG.ELC.NUCL.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Grenada,GRD,Electricity production from natural gas sources (% of total),EG.ELC.NGAS.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Grenada,GRD,Electricity production from hydroelectric sources (% of total),EG.ELC.HYRO.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Grenada,GRD,Electricity production from coal sources (% of total),EG.ELC.COAL.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Grenada,GRD,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,6976.7167771042,6808.70049404139,7015.96270583123,7652.85096647434,7578.30943220369,8558.82871898243,8066.55268288959,8601.08101535152,9096.53865246322,9380.23223260403,9742.6036607648,10109.0514690129,10133.1322043807,8703.932475655,..
Guam,GUM,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Guam,GUM,"Electricity production from oil, gas and coal sources (% of total)",EG.ELC.FOSL.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Guam,GUM,Electricity production from oil sources (% of total),EG.ELC.PETR.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Guam,GUM,Electricity production from nuclear sources (% of total),EG.ELC.NUCL.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Guam,GUM,Electricity production from natural gas sources (% of total),EG.ELC.NGAS.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Guam,GUM,Electricity production from hydroelectric sources (% of total),EG.ELC.HYRO.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Guam,GUM,Electricity production from coal sources (% of total),EG.ELC.COAL.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Guam,GUM,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,..,..,30543.8238259879,30704.953260077,32622.1336880318,33743.741405003,35222.3885175896,35722.1143432164,35829.2503598989,35652.804761085,35678.2832965149,35103.1618350584,35666.3161500796,31162.6759585132,..
Guatemala,GTM,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,0.812786389641685,0.82634429411792,0.861904464763913,0.848950177256609,0.847650879491012,0.889692632819834,0.864797688856427,0.911388475188935,1.04962807257902,1.10313002086849,1.02626785727828,1.11396927255543,..,..,..
Guatemala,GTM,"Electricity production from oil, gas and coal sources (% of total)",EG.ELC.FOSL.ZS,48.2804232804233,52.0232200785385,58.2619932159587,50.7857850771627,42.894292029645,39.8807305255311,32.8326612903226,31.425908667288,39.6093326098752,..,..,..,..,..,..
Guatemala,GTM,Electricity production from oil sources (% of total),EG.ELC.PETR.ZS,39.3683862433862,43.452279323886,42.4648683572928,37.0805606682713,28.3838252502925,26.64927320164,17.0463709677419,14.1379310344828,18.249231325737,..,..,..,..,..,..
Guatemala,GTM,Electricity production from nuclear sources (% of total),EG.ELC.NUCL.ZS,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..
Guatemala,GTM,Electricity production from natural gas sources (% of total),EG.ELC.NGAS.ZS,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..
Guatemala,GTM,Electricity production from hydroelectric sources (% of total),EG.ELC.HYRO.ZS,41.6997354497354,37.5618917534574,31.4973348408981,37.8592666005947,33.3506696138343,36.5138526525034,46.9153225806452,45.1817334575955,35.0425031651293,..,..,..,..,..,..
Guatemala,GTM,Electricity production from coal sources (% of total),EG.ELC.COAL.ZS,8.91203703703704,8.57094075465255,15.7971248586658,13.7052244088914,14.5104667793525,13.2314573238912,15.7862903225806,17.2879776328052,21.3601012841382,..,..,..,..,..,..
Guatemala,GTM,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,3195.39433981893,3192.30860737942,3239.56717751628,3250.84112590453,3282.32107223521,3320.16407089873,3802.15380202902,3903.05961459334,3994.63691288475,4034.15848231358,4091.26800012075,4160.07113765612,4254.03515942326,4126.2055124087,..
Guinea,GIN,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,0.180809114720956,0.18652544908081,0.189842229460556,0.194216972575535,0.198303130198105,0.201985052008407,0.200131811584896,0.200879385380823,0.222181479231805,0.241088376865262,0.24611527343324,0.25132323293185,..,..,..
Guinea,GIN,"Electricity production from oil, gas and coal sources (% of total)",EG.ELC.FOSL.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Guinea,GIN,Electricity production from oil sources (% of total),EG.ELC.PETR.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Guinea,GIN,Electricity production from nuclear sources (% of total),EG.ELC.NUCL.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Guinea,GIN,Electricity production from natural gas sources (% of total),EG.ELC.NGAS.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Guinea,GIN,Electricity production from hydroelectric sources (% of total),EG.ELC.HYRO.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Guinea,GIN,Electricity production from coal sources (% of total),EG.ELC.COAL.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Guinea,GIN,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,628.155097119358,637.493198330762,657.221781178507,652.730667697803,655.08547920952,661.10250319426,749.870076465839,759.587862412066,769.255475432822,830.246163888423,890.788642495534,920.964243319291,945.769348735727,984.008345016799,..
Guinea-Bissau,GNB,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,0.124864210171439,0.122238928209077,0.119573934157809,0.155848568180242,0.159879161806848,0.156141839246772,0.15774219949656,0.165442295204596,0.161178259125136,0.168309177226197,0.16410067904861,0.165394727856314,..,..,..
Guinea-Bissau,GNB,"Electricity production from oil, gas and coal sources (% of total)",EG.ELC.FOSL.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Guinea-Bissau,GNB,Electricity production from oil sources (% of total),EG.ELC.PETR.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Guinea-Bissau,GNB,Electricity production from nuclear sources (% of total),EG.ELC.NUCL.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Guinea-Bissau,GNB,Electricity production from natural gas sources (% of total),EG.ELC.NGAS.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Guinea-Bissau,GNB,Electricity production from hydroelectric sources (% of total),EG.ELC.HYRO.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Guinea-Bissau,GNB,Electricity production from coal sources (% of total),EG.ELC.COAL.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Guinea-Bissau,GNB,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,577.485664855301,577.718826276869,559.556208080347,550.089425676073,552.284766541778,562.384855924713,593.481442575988,583.566126204989,603.399381547733,624.91975228753,645.359086537753,637.546681187029,650.069382434149,619.28915783324,..
Guyana,GUY,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,2.22306145023958,2.20073375684039,2.17511268292093,2.17408225546272,2.23939539006379,1.98349942907381,2.60773020792039,2.69855679610569,2.67124296192632,2.99469899385892,2.99270656770096,3.13219265038697,..,..,..
Guyana,GUY,"Electricity production from oil, gas and coal sources (% of total)",EG.ELC.FOSL.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Guyana,GUY,Electricity production from oil sources (% of total),EG.ELC.PETR.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Guyana,GUY,Electricity production from nuclear sources (% of total),EG.ELC.NUCL.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Guyana,GUY,Electricity production from natural gas sources (% of total),EG.ELC.NGAS.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Guyana,GUY,Electricity production from hydroelectric sources (% of total),EG.ELC.HYRO.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Guyana,GUY,Electricity production from coal sources (% of total),EG.ELC.COAL.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Guyana,GUY,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,3850.8177831636,3946.58930252403,3993.52412055163,3966.39613509827,4025.19073576022,3944.44474455638,5505.38999238605,5568.21821243899,5576.82585151355,5759.69165572544,5945.06873183883,6178.88974588029,6478.2876883346,9250.30167363697,..
Haiti,HTI,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,0.173680811531272,0.185856117163696,0.209043758455991,0.203368318676582,0.184589904236526,0.185964791318685,0.262483039557444,0.290074696130167,0.310409759582031,0.313653830967891,0.306855525771448,0.299374738328049,..,..,..
Haiti,HTI,"Electricity production from oil, gas and coal sources (% of total)",EG.ELC.FOSL.ZS,48.2632541133455,52.3569023569024,52.4680073126143,52.3364485981308,52.4680073126143,52.3381294964029,86.6350710900474,91.2875121006776,92.0038535645472,..,..,..,..,..,..
Haiti,HTI,Electricity production from oil sources (% of total),EG.ELC.PETR.ZS,48.2632541133455,52.3569023569024,52.4680073126143,52.3364485981308,52.4680073126143,52.3381294964029,86.6350710900474,91.2875121006776,92.0038535645472,..,..,..,..,..,..
Haiti,HTI,Electricity production from nuclear sources (% of total),EG.ELC.NUCL.ZS,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..
Haiti,HTI,Electricity production from natural gas sources (% of total),EG.ELC.NGAS.ZS,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..
Haiti,HTI,Electricity production from hydroelectric sources (% of total),EG.ELC.HYRO.ZS,51.7367458866545,47.6430976430976,47.5319926873857,47.6635514018692,47.5319926873857,47.6618705035971,13.3649289099526,8.71248789932236,7.99614643545279,..,..,..,..,..,..
Haiti,HTI,Electricity production from coal sources (% of total),EG.ELC.COAL.ZS,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..
Haiti,HTI,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,1315.9438958474,1289.34355622001,1281.27405702912,1304.12834146702,1266.03483770769,1283.89714590637,1366.99264516491,1370.98689397902,1386.85419078846,1393.17657728919,1409.63253702719,1414.99940884475,1373.88310426926,1311.70813672834,..
Honduras,HND,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,0.766597054381239,0.866421244826651,0.884653456130353,0.952672711330459,1.04490582322857,0.942487862284692,1.06154168585549,1.05632477810759,1.08307955400386,1.01393688609627,0.9545004484031,1.01903275747031,..,..,..
Honduras,HND,"Electricity production from oil, gas and coal sources (% of total)",EG.ELC.FOSL.ZS,38.0887185104053,50.7466529351184,60.034096444228,60.8245149911817,70.0329760923331,67.0533642691415,53.2449838989348,56.1706892261757,57.7244841048522,..,..,..,..,..,..
Honduras,HND,Electricity production from oil sources (% of total),EG.ELC.PETR.ZS,38.0887185104053,50.7466529351184,60.034096444228,60.8245149911817,70.0329760923331,67.0533642691415,52.0931384691603,55.6606120925603,56.6871165644172,..,..,..,..,..,..
Honduras,HND,Electricity production from nuclear sources (% of total),EG.ELC.NUCL.ZS,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..
Honduras,HND,Electricity production from natural gas sources (% of total),EG.ELC.NGAS.ZS,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..
Honduras,HND,Electricity production from hydroelectric sources (% of total),EG.ELC.HYRO.ZS,61.8838992332968,49.0216271884655,39.2352654651729,38.3818342151676,28.8746908491344,30.6621452793147,33.9237057220708,32.3712366260264,26.1015058561071,..,..,..,..,..,..
Honduras,HND,Electricity production from coal sources (% of total),EG.ELC.COAL.ZS,0,0,0,0,0,0,1.15184542977459,0.510077133615327,1.03736754043503,..,..,..,..,..,..
Honduras,HND,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,1777.92023312353,1778.35066133744,1797.89010121408,1832.80907743479,1899.81476966203,1967.21729821949,2212.66010804459,2240.33471909944,2286.20303687333,2334.75240997624,2406.74719058212,2457.96670758431,2482.12020452458,2223.44601876835,..
"Hong Kong SAR, China",HKG,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Hong Kong SAR, China",HKG,"Electricity production from oil, gas and coal sources (% of total)",EG.ELC.FOSL.ZS,100,100,100,100,100,100,99.7573931252873,99.734395750332,99.7212726794636,..,..,..,..,..,..
"Hong Kong SAR, China",HKG,Electricity production from oil sources (% of total),EG.ELC.PETR.ZS,0.488334237655996,0.477923038973853,0.504167395232267,0.56605367653271,0.638263492405472,0.392707601882916,0.403493538995863,0.578816808238743,0.491717065474625,..,..,..,..,..,..
"Hong Kong SAR, China",HKG,Electricity production from nuclear sources (% of total),EG.ELC.NUCL.ZS,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..
"Hong Kong SAR, China",HKG,Electricity production from natural gas sources (% of total),EG.ELC.NGAS.ZS,39.0667390124797,38.1351751356685,35.7579996502885,21.7691289532231,30.4427448023268,29.3100309484799,24.5313856683181,22.9797789972187,33.7891138574809,..,..,..,..,..,..
"Hong Kong SAR, China",HKG,Electricity production from hydroelectric sources (% of total),EG.ELC.HYRO.ZS,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..
"Hong Kong SAR, China",HKG,Electricity production from coal sources (% of total),EG.ELC.COAL.ZS,60.4449267498644,61.3869018253577,63.7378329544792,77.6648173702442,68.9189917052677,70.2972614496372,74.8225139179733,76.1757999448746,65.440441756508,..,..,..,..,..,..
"Hong Kong SAR, China",HKG,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,26933.1202419396,26885.3162357202,27209.9469287974,28096.9619549008,30304.1443564924,32401.2068769278,40959.7277988854,41796.589248774,42431.8882817277,43084.7650756024,44384.7685764354,45284.8595892096,44189.6925318932,41644.3164376945,..
Hungary,HUN,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,5.35012781840238,5.52633914093009,5.47614397563131,5.74852668706375,5.57922087995959,5.54769895901335,4.12005075870189,4.11798832165675,4.40718039205009,4.53229017294946,4.7558399773763,4.74550624393641,..,..,..
Hungary,HUN,"Electricity production from oil, gas and coal sources (% of total)",EG.ELC.FOSL.ZS,58.8587991247762,60.3487573802005,60.6742816052217,66.6656904378386,61.7983861397888,55.8787336391095,39.6217072687661,35.4858464888405,36.5598839891899,..,..,..,..,..,..
Hungary,HUN,Electricity production from oil sources (% of total),EG.ELC.PETR.ZS,12.5145633826831,11.5117396677193,5.9103354813729,4.76204422316591,2.29322416043669,1.27251370399374,0.257476728064963,0.258573761567774,0.253773647089842,..,..,..,..,..,..
Hungary,HUN,Electricity production from nuclear sources (% of total),EG.ELC.NUCL.ZS,40.2943934528715,38.7917067142661,38.5900378903117,32.2536242495241,35.3476919425656,38.6900100682403,50.7361193635703,53.2423788786064,52.1850899742931,..,..,..,..,..,..
Hungary,HUN,Electricity production from natural gas sources (% of total),EG.ELC.NGAS.ZS,18.7604785314427,24.3333791020184,29.6982603645214,34.8015814907014,34.7662276017563,34.6207629488757,18.2907506436918,14.4256940664126,16.8347505108431,..,..,..,..,..,..
Hungary,HUN,Electricity production from hydroelectric sources (% of total),EG.ELC.HYRO.ZS,0.505811144895002,0.510778525332967,0.536548939347844,0.500805388783131,0.608164234009731,0.564940149904911,0.703109526638938,1.02408818726184,0.77120822622108,..,..,..,..,..,..
Hungary,HUN,Electricity production from coal sources (% of total),EG.ELC.COAL.ZS,27.5837572106505,24.5036386104627,25.0656857593274,27.1020647239713,24.7389343775958,19.9854569862401,21.0734798970093,20.8015786608601,19.471359831257,..,..,..,..,..,..
Hungary,HUN,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,8970.51123390017,9357.41744068423,9829.02746325056,10259.8419366735,10796.761861554,11282.929911669,11709.801434339,12237.3116672445,12720.7120220668,13037.9646865447,13630.6882407458,14379.4442049294,15041.0985793785,14368.6931201869,..
Iceland,ISL,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,7.93015771412315,7.57979843350832,7.79068109333862,7.70237737504361,7.94319247861843,7.71734954538408,6.26999913517253,6.26172163745548,6.22704532744888,6.17101768130718,6.3191613278975,6.23722432177273,..,..,..
Iceland,ISL,"Electricity production from oil, gas and coal sources (% of total)",EG.ELC.FOSL.ZS,0.0650702758979698,0.0497945972861945,0.0712927756653992,0.0705882352941176,0.0463875681317407,0.0575638959244762,0.0275999116802826,0.016553550736633,0.0212777275386989,..,..,..,..,..,..
